State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
TX,Silas Ray,3559,9,2020,Electric Utility,25.9131,-97.5214,Brownsville Public Utilities Board,Brownsville Public Utilities Board,Combined cycle,Pipeline Natural Gas,Diesel Oil,12/1/1996,Operating,674.1
TX,Sim Gideon,3601,1,2020,Electric Utility,30.1456,-97.2708,Lower Colorado River Authority,Lower Colorado River Authority,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,5/15/1965,Operating,1447
TX,Sim Gideon,3601,2,2020,Electric Utility,30.1456,-97.2708,Lower Colorado River Authority,Lower Colorado River Authority,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,1/15/1968,Operating,1462
TX,Sim Gideon,3601,3,2020,Electric Utility,30.1456,-97.2708,Lower Colorado River Authority,Lower Colorado River Authority,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,4/1/1972,Operating,3434
TX,South Houston Green Power Site,55470,EPN801,2020,Cogeneration,29.3775,-94.9328,"South Houston Green Power, LLC","South Houston Green Power, LLC",Combined cycle,Pipeline Natural Gas,Process Gas,9/28/2003,Operating,2950
TX,South Houston Green Power Site,55470,EPN802,2020,Cogeneration,29.3775,-94.9328,"South Houston Green Power, LLC","South Houston Green Power, LLC",Combined cycle,Pipeline Natural Gas,Process Gas,10/3/2003,Operating,2950
TX,South Houston Green Power Site,55470,EPN803,2020,Cogeneration,29.3775,-94.9328,"South Houston Green Power, LLC","South Houston Green Power, LLC",Combined cycle,Pipeline Natural Gas,Process Gas,10/11/2003,Operating,2950
TX,Spencer,4266,4,2020,Electric Utility,33.1978,-97.1067,"Garland Power and Light, City of Garland","Garland Power and Light, City of Garland",Dry bottom wall-fired boiler,Pipeline Natural Gas,,4/1/1966,Operating,800
TX,Spencer,4266,5,2020,Electric Utility,33.1978,-97.1067,"Garland Power and Light, City of Garland","Garland Power and Light, City of Garland",Dry bottom wall-fired boiler,Pipeline Natural Gas,,2/1/1973,Operating,800
TX,Stryker Creek,3504,1,2020,Electric Utility,31.9381,-94.9883,Luminant Generation Company LLC,Luminant Generation Company LLC,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,6/26/1958,Operating,2081
TX,Stryker Creek,3504,2,2020,Electric Utility,31.9381,-94.9883,Luminant Generation Company LLC,Luminant Generation Company LLC,Tangentially-fired,Pipeline Natural Gas,Residual Oil,12/21/1965,Operating,5472
TX,Sweeny Cogeneration Facility,55015,1,2020,Cogeneration,29.0728,-95.745,"Sweeny Cogeneration, LP",Phillips 66 Company,Combustion turbine,Pipeline Natural Gas,"Other Gas, Process Gas",8/1/1997,Operating,2342
TX,Sweeny Cogeneration Facility,55015,2,2020,Cogeneration,29.0728,-95.745,"Sweeny Cogeneration, LP",Phillips 66 Company,Combustion turbine,Pipeline Natural Gas,"Other Gas, Process Gas",8/1/1997,Operating,2342
TX,Sweeny Cogeneration Facility,55015,3,2020,Cogeneration,29.0728,-95.745,"Sweeny Cogeneration, LP",Phillips 66 Company,Combustion turbine,Pipeline Natural Gas,"Other Gas, Process Gas",8/1/1997,Operating,2342
TX,Sweeny Cogeneration Facility,55015,4,2020,Cogeneration,29.0728,-95.745,"Sweeny Cogeneration, LP",Phillips 66 Company,Combustion turbine,Pipeline Natural Gas,"Other Gas, Process Gas",12/1/2000,Operating,2342
TX,T C Ferguson Power Plant,4937,CT-1,2020,Electric Utility,30.558,-98.3705,Lower Colorado River Authority,Lower Colorado River Authority,Combined cycle,Pipeline Natural Gas,,3/29/2014,Operating,2320
TX,T C Ferguson Power Plant,4937,CT-2,2020,Electric Utility,30.558,-98.3705,Lower Colorado River Authority,Lower Colorado River Authority,Combined cycle,Pipeline Natural Gas,,3/16/2014,Operating,2000
TX,T H Wharton,3469,THW31,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,7/31/1972,Operating,952
TX,T H Wharton,3469,THW32,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,7/31/1972,Operating,952
TX,T H Wharton,3469,THW33,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,7/31/1972,Operating,952
TX,T H Wharton,3469,THW34,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,7/31/1972,Operating,952
TX,T H Wharton,3469,THW41,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,7/31/1972,Operating,952
TX,T H Wharton,3469,THW42,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,7/31/1972,Operating,952
TX,T H Wharton,3469,THW43,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,8/16/1974,Operating,965
TX,T H Wharton,3469,THW44,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combined cycle,Pipeline Natural Gas,,8/16/1974,Operating,952
TX,T H Wharton,3469,THW51,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,11/21/1975,Operating,1086.8
TX,T H Wharton,3469,THW52,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,11/21/1975,Operating,1086.8
TX,T H Wharton,3469,THW53,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,11/21/1975,Operating,1086.8
TX,T H Wharton,3469,THW54,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,11/21/1975,Operating,1086.8
TX,T H Wharton,3469,THW55,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,11/21/1975,Operating,1086.8
TX,T H Wharton,3469,THW56,2020,Electric Utility,29.9414,-95.5333,"NRG Energy, Inc","NRG Energy, Inc",Combustion turbine,Pipeline Natural Gas,,11/21/1975,Operating,1086.8
TX,Tejas Power Generation Unit 1,60468,CT-1,2020,Electric Utility,29.6464,-95.4518,"Friendswood Energy Genco, LLC, Tejas Power Generation, LLC","Friendswood Energy Genco, LLC, Tejas Power Generation, LLC",Combustion turbine,Pipeline Natural Gas,,5/9/2018,Operating,1500
TX,Tenaska Frontier Generating Station,55062,1,2020,Electric Utility,30.5924,-95.9178,"Tenaska Frontier Partners, Ltd.","Tenaska Frontier Partners, Ltd.",Combined cycle,Pipeline Natural Gas,Diesel Oil,5/11/2000,Operating,2405
TX,Tenaska Frontier Generating Station,55062,2,2020,Electric Utility,30.5924,-95.9178,"Tenaska Frontier Partners, Ltd.","Tenaska Frontier Partners, Ltd.",Combined cycle,Pipeline Natural Gas,Diesel Oil,5/21/2000,Operating,2405
TX,Tenaska Frontier Generating Station,55062,3,2020,Electric Utility,30.5924,-95.9178,"Tenaska Frontier Partners, Ltd.","Tenaska Frontier Partners, Ltd.",Combined cycle,Pipeline Natural Gas,Diesel Oil,5/21/2000,Operating,2405
TX,Tenaska Gateway Generating Station,55132,OGTDB1,2020,Electric Utility,32.0164,-94.6189,"Tenaska Gateway Partners, Ltd.","Tenaska Gateway Partners, Ltd.",Combined cycle,Pipeline Natural Gas,Diesel Oil,4/10/2001,Operating,2405
TX,Tenaska Gateway Generating Station,55132,OGTDB2,2020,Electric Utility,32.0164,-94.6189,"Tenaska Gateway Partners, Ltd.","Tenaska Gateway Partners, Ltd.",Combined cycle,Pipeline Natural Gas,Diesel Oil,4/22/2001,Operating,2405
TX,Tenaska Gateway Generating Station,55132,OGTDB3,2020,Electric Utility,32.0164,-94.6189,"Tenaska Gateway Partners, Ltd.","Tenaska Gateway Partners, Ltd.",Combined cycle,Pipeline Natural Gas,Diesel Oil,4/30/2001,Operating,2405
TX,Texas City Cogeneration,52088,GT-A,2020,Cogeneration,29.3787,-94.944,"Texas City Cogeneration, LP","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,5/31/1987,Operating,1765
TX,Texas City Cogeneration,52088,GT-B,2020,Cogeneration,29.3787,-94.944,"Texas City Cogeneration, LP","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,5/31/1987,Operating,1765
TX,Texas City Cogeneration,52088,GT-C,2020,Cogeneration,29.3787,-94.944,"Texas City Cogeneration, LP","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,5/31/1987,Operating,1765
TX,Tolk Station,6194,171B,2020,Electric Utility,34.1847,-102.5686,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Coal,,7/1/1982,Operating,6331
TX,Tolk Station,6194,172B,2020,Electric Utility,34.1847,-102.5686,Southwestern Public Service Company,Southwestern Public Service Company,Tangentially-fired,Coal,,4/1/1985,Operating,6454
TX,Trinidad,3507,9,2020,Electric Utility,32.1264,-96.1014,Luminant Generation Company LLC,Luminant Generation Company LLC,Tangentially-fired,Pipeline Natural Gas,Residual Oil,5/26/1965,Operating,2764.3
TX,Twin Oaks,7030,U1,2020,Electric Utility,31.0932,-96.6965,"Major Oak Power, LLC","Major Oak Power, LLC",Circulating fluidized bed boiler,Coal,,9/1/1990,Operating,2080
TX,Twin Oaks,7030,U2,2020,Electric Utility,31.0932,-96.6965,"Major Oak Power, LLC","Major Oak Power, LLC",Circulating fluidized bed boiler,Coal,,10/1/1991,Operating,1851
TX,V H Braunig,3612,1,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,6/2/1966,Operating,2292.2
TX,V H Braunig,3612,2,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,5/3/1968,Operating,2458.5
TX,V H Braunig,3612,3,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,8/1/1970,Operating,4563.1
TX,V H Braunig,3612,CGT5,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/22/2010,Operating,486
TX,V H Braunig,3612,CGT6,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Combustion turbine,Pipeline Natural Gas,Diesel Oil,4/28/2010,Operating,486
TX,V H Braunig,3612,CGT7,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/7/2010,Operating,486
TX,V H Braunig,3612,CGT8,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/12/2010,Operating,486
TX,V H Braunig,3612,CT01,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Combined cycle,Pipeline Natural Gas,,3/11/2000,Operating,1975
TX,V H Braunig,3612,CT02,2020,Electric Utility,29.2575,-98.3828,City of San Antonio,City of San Antonio,Combined cycle,Pipeline Natural Gas,,3/23/2000,Operating,1975
TX,Victoria City Peaking Facility,61241,CT1,2020,Electric Utility,28.7853,-97.0093,Victoria City Power LLC,Victoria City Power LLC,Combustion turbine,Pipeline Natural Gas,,12/17/2019,Operating,473
TX,Victoria City Peaking Facility,61241,CT2,2020,Electric Utility,28.7853,-97.0093,Victoria City Power LLC,Victoria City Power LLC,Combustion turbine,Pipeline Natural Gas,,12/17/2019,Operating,473
TX,Victoria Port Peaking Facility,61242,CT1,2020,Electric Utility,28.6958,-96.9454,Victoria Port Power LLC,Victoria Port Power LLC,Combustion turbine,Pipeline Natural Gas,,3/25/2019,Operating,473
TX,Victoria Port Peaking Facility,61242,CT2,2020,Electric Utility,28.6958,-96.9454,Victoria Port Power LLC,Victoria Port Power LLC,Combustion turbine,Pipeline Natural Gas,,4/2/2019,Operating,473
TX,Victoria Power Station,3443,9,2020,Electric Utility,28.7883,-97.01,"Victoria WLE, LP","Victoria WLE, LP",Combined cycle,Pipeline Natural Gas,,11/20/2008,Operating,2444
TX,W A Parish,3470,WAP1,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Dry bottom wall-fired boiler,Pipeline Natural Gas,,6/1/1958,Operating,2047
TX,W A Parish,3470,WAP2,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Dry bottom wall-fired boiler,Pipeline Natural Gas,,12/20/1958,Operating,1968
TX,W A Parish,3470,WAP3,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Dry bottom wall-fired boiler,Pipeline Natural Gas,,3/15/1961,Operating,3003
TX,W A Parish,3470,WAP4,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Tangentially-fired,Pipeline Natural Gas,,6/1/1968,Operating,5950
TX,W A Parish,3470,WAP5,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,12/27/1977,Operating,8545
TX,W A Parish,3470,WAP6,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,12/27/1978,Operating,10860
TX,W A Parish,3470,WAP7,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Tangentially-fired,Coal,Pipeline Natural Gas,6/2/1980,Operating,8351
TX,W A Parish,3470,WAP8,2020,Electric Utility,29.4783,-95.6358,"NRG Energy, Inc","NRG Energy, Inc",Tangentially-fired,Coal,Pipeline Natural Gas,12/1/1982,Operating,9650
TX,Welsh Power Plant,6139,1,2020,Electric Utility,33.0583,-94.844,Southwestern Electric Power Company,Southwestern Electric Power Company,Dry bottom wall-fired boiler,Coal,,3/31/1977,Operating,6896
TX,Welsh Power Plant,6139,3,2020,Electric Utility,33.0583,-94.844,Southwestern Electric Power Company,Southwestern Electric Power Company,Dry bottom wall-fired boiler,Coal,,2/10/1982,Operating,6909
TX,Wilkes Power Plant,3478,1,2020,Electric Utility,32.8486,-94.5469,Southwestern Electric Power Company,Southwestern Electric Power Company,Tangentially-fired,Pipeline Natural Gas,Other Oil,3/1/1964,Operating,1562
TX,Wilkes Power Plant,3478,2,2020,Electric Utility,32.8486,-94.5469,Southwestern Electric Power Company,Southwestern Electric Power Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,,3/1/1970,Operating,3052
TX,Wilkes Power Plant,3478,3,2020,Electric Utility,32.8486,-94.5469,Southwestern Electric Power Company,Southwestern Electric Power Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,,9/1/1971,Operating,3052
TX,Winchester Power Park,56674,1,2020,Electric Utility,30.0253,-96.9945,Lower Colorado River Authority,Lower Colorado River Authority,Combustion turbine,Pipeline Natural Gas,,5/6/2009,Operating,437
TX,Winchester Power Park,56674,2,2020,Electric Utility,30.0253,-96.9945,Lower Colorado River Authority,Lower Colorado River Authority,Combustion turbine,Pipeline Natural Gas,,5/16/2009,Operating,437
TX,Winchester Power Park,56674,3,2020,Electric Utility,30.0253,-96.9945,Lower Colorado River Authority,Lower Colorado River Authority,Combustion turbine,Pipeline Natural Gas,,5/20/2009,Operating,437
TX,Winchester Power Park,56674,4,2020,Electric Utility,30.0253,-96.9945,Lower Colorado River Authority,Lower Colorado River Authority,Combustion turbine,Pipeline Natural Gas,,6/13/2009,Operating,437
TX,"Wise County Power Company, LLC",55320,GT-1,2020,Electric Utility,33.0583,-97.9103,"Wise County Power Company, LLC","Wise County Power Company, LLC",Combined cycle,Pipeline Natural Gas,,9/30/2003,Operating,3187.1
TX,"Wise County Power Company, LLC",55320,GT-2,2020,Electric Utility,33.0583,-97.9103,"Wise County Power Company, LLC","Wise County Power Company, LLC",Combined cycle,Pipeline Natural Gas,,9/11/2003,Operating,3187.1
TX,Wolf Hollow Generating Station,55139,CTG1,2020,Electric Utility,32.3347,-97.7344,"Wolf Hollow I Power, LLC","Wolf Hollow I Power, LLC",Combined cycle,Pipeline Natural Gas,,4/27/2003,Operating,3055.6
TX,Wolf Hollow Generating Station,55139,CTG2,2020,Electric Utility,32.3347,-97.7344,"Wolf Hollow I Power, LLC","Wolf Hollow I Power, LLC",Combined cycle,Pipeline Natural Gas,,4/29/2003,Operating,3055.6
TX,Wolf Hollow II,59812,CGT4,2020,Electric Utility,29.2888,-96.066,"Wolf Hollow II Power, LLC","Wolf Hollow Services, LLC",Combined cycle,Pipeline Natural Gas,,1/5/2017,Operating,4564
TX,Wolf Hollow II,59812,CGT5,2020,Electric Utility,29.2888,-96.066,"Wolf Hollow II Power, LLC","Wolf Hollow Services, LLC",Combined cycle,Pipeline Natural Gas,,1/12/2017,Operating,4564
UT,Bonanza,7790,1-Jan,2020,Electric Utility,40.0864,-109.2844,"Deseret Generation & Transmission, Utah Municipal Power Agency",Deseret Generation & Transmission,Dry bottom wall-fired boiler,Coal,Diesel Oil,12/1/1985,Operating,5500
UT,Currant Creek Power Project,56102,CTG1A,2020,Electric Utility,39.8223,-111.894,Pacificorp Energy Generation,Pacificorp Energy Generation,Combined cycle,Pipeline Natural Gas,,3/1/2005,Operating,2165
UT,Currant Creek Power Project,56102,CTG1B,2020,Electric Utility,39.8223,-111.894,Pacificorp Energy Generation,Pacificorp Energy Generation,Combined cycle,Pipeline Natural Gas,,3/11/2005,Operating,2156
UT,Gadsby,3648,1,2020,Electric Utility,40.7686,-111.9289,Pacificorp Energy Generation,Pacificorp Energy Generation,Dry bottom wall-fired boiler,Pipeline Natural Gas,,9/18/1951,Operating,890
UT,Gadsby,3648,2,2020,Electric Utility,40.7686,-111.9289,Pacificorp Energy Generation,Pacificorp Energy Generation,Dry bottom wall-fired boiler,Pipeline Natural Gas,,12/26/1952,Operating,850
UT,Gadsby,3648,3,2020,Electric Utility,40.7686,-111.9289,Pacificorp Energy Generation,Pacificorp Energy Generation,Tangentially-fired,Pipeline Natural Gas,,6/1/1955,Operating,1200
UT,Gadsby,3648,4,2020,Electric Utility,40.7686,-111.9289,Pacificorp Energy Generation,Pacificorp Energy Generation,Combustion turbine,Pipeline Natural Gas,,7/10/2002,Operating,400
UT,Gadsby,3648,5,2020,Electric Utility,40.7686,-111.9289,Pacificorp Energy Generation,Pacificorp Energy Generation,Combustion turbine,Pipeline Natural Gas,,7/13/2002,Operating,425
UT,Gadsby,3648,6,2020,Electric Utility,40.7686,-111.9289,Pacificorp Energy Generation,Pacificorp Energy Generation,Combustion turbine,Pipeline Natural Gas,,7/29/2002,Operating,425
UT,Hunter,6165,1,2020,Electric Utility,39.1747,-111.0289,"Pacificorp, Utah Municipal Power Agency",Pacificorp,Tangentially-fired,Coal,,6/10/1978,Operating,5348
UT,Hunter,6165,2,2020,Electric Utility,39.1747,-111.0289,"Deseret Generation & Transmission, Pacificorp, Utah Associated Municipal Power Systems",Pacificorp,Tangentially-fired,Coal,,6/4/1980,Operating,6130
UT,Hunter,6165,3,2020,Electric Utility,39.1747,-111.0289,Pacificorp,Pacificorp,Dry bottom wall-fired boiler,Coal,,6/1/1983,Operating,5742
UT,Huntington,8069,1,2020,Electric Utility,39.3792,-111.0781,Pacificorp,Pacificorp,Tangentially-fired,Coal,,6/1/1977,Operating,5263
UT,Huntington,8069,2,2020,Electric Utility,39.3792,-111.0781,Pacificorp,Pacificorp,Tangentially-fired,Coal,,7/17/1974,Operating,5733
UT,Intermountain,6481,1SGA,2020,Electric Utility,39.5035,-112.5811,Intermountain Power Agency,Intermountain Power Service Corporation,Dry bottom wall-fired boiler,Coal,,7/1/1986,Operating,10274
UT,Intermountain,6481,2SGA,2020,Electric Utility,39.5035,-112.5811,Intermountain Power Agency,Intermountain Power Service Corporation,Dry bottom wall-fired boiler,Coal,,7/1/1987,Operating,10474
UT,Lake Side Power Plant,56237,CT01,2020,Electric Utility,40.3311,-111.7547,Pacificorp Energy Generation,Pacificorp Energy Generation,Combined cycle,Pipeline Natural Gas,,5/25/2007,Operating,2200
